 ,statussummary,status,asm,jira,sample,accession,species,coi,organelle,uli,sts_priority,common name,sex,genomic sex,ploidy,taxon,genus,family,family_taxon,order,phylum,BioSample,BioProject,darwin,vgp_orders,vgp_plus,asg,erga-pilot,erga-bge,tol,25g,psyche,bat1k,aegis,nematodes,britain&ireland,dnazoo,cichlids,BADASS,filr,rodents,jiggins,meier,jaron,murchison,millport,cetacean,R&D,protist-microalgae,UKbutterflies,sts size (Mb),est. size (Mb),htzgy (%),rep frac (%),long read cov (gscope),long read cov (sts),10XG cov (gscope),10XG cov (sts),last_data,sts pacbio status (new),sts hic status (new),hic_from,PacBio,ONT,10XG,Htag,BioNano,HiC,RNAseq,IsoSeq,raw data sub,submission todo,runs,contig N50 (Mb),contig count,scaffold N50 (Mb),"scaffold	count",longest (Mb),length (Mb),BUSCO,QV,completeness,pipeline status,doi,notes,"Calculated, for Family_TXID_Pivot"
,1 submitted,11_published,kk16,RC-240,wrPisGeom1,GCA_943735955.1,Piscicola geometra,3,3,,,,U,,,60958,Piscicola,Piscicolidae,60930,Hirudinida,Annelida,SAMEA7521191,PRJEB52863,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,425,171,1.0,34,76,35,35,112,2020-11-16,COMPLETE,COMPLETE,wrPisGeom1,●,,●,,,●,,,3,done (10x not used),"ERR9744411,ERR9767808",1.16,504,8.30,331,16.34,212,"C:78.0%[S:71.7%,D:6.3%],F:8.1%,M:13.9%,n:954",51.3,98.6,hifiasm+0.16.1+purge+yahs,10.12688/wellcomeopenres.19488.1,,"Piscicolidae,60930"
,1 submitted,11_published,cz3,GRIT-512,xbGarTell2,GCA_922989275.2,Gari tellinella,3,3,,,(a clam),U,,,2589376,Gari,Psammobiidae,61354,Cardiida,Mollusca,SAMEA8724799,PRJEB48048,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,634","1,555",2.2,43,34,34,25,44,2021-10-05,COMPLETE,COMPLETE,xbGarTell2,●,,●,,,●,●,,3,done,,20.08,253,83.93,129,120.38,"1,604","C:94.8%[S:93.9%,D:0.9%],F:3.1%,M:2.1%,n:954",49.1,94.8,hifiasm-0.15.3-r339+purge+polish+yahs,10.12688/wellcomeopenres.17805.1,,"Psammobiidae,61354"
,1 submitted,11_published,tolpipe,GRIT-669,xbSpiSoli1,GCA_947247005.1,Spisula solida,3,3,3,,(a clam),U,,,31201,Spisula,Mactridae,6581,Venerida,Mollusca,SAMEA8724796,PRJEB56104,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,154",929,1.8,36,31,26,,,2022-09-13,COMPLETE,COMPLETE,xbSpiSoli2,●,,●,,,●,●,,3,done,"ERR10287555,ERR10287556,ERR10297834,ERR10297835,ERR10297836,ERR10297837,ERR10297838",15.02,151,49.31,72,69.04,935,"C:80.0%[S:78.8%,D:1.2%],F:4.6%,M:15.4%,n:5295",51.8,95.5,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19486.1,,"Mactridae,6581"
,1 submitted,11_published,jf18,RC-192,xgGibMagu1,GCA_936450465.1,Gibbula magus,3,3,,,turban top shell,U,,,703304,Gibbula,Trochidae,6466,Trochida,Mollusca,SAMEA8717440,PRJEB51161,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,907","1,381",1.9,40,35,27,36,58,2021-08-06,COMPLETE,COMPLETE,xgGibMagu1,●,,●,,,●,●,,3,done,"ERR8974924,ERR8974925,ERR8974926,ERR8974927,ERR8974928,ERR9127937,ERR9127938,ERR9127939",3.54,"1,068",77.83,332,118.42,"1,546","C:84.7%[S:83.4%,D:1.3%],F:4.9%,M:10.4%,n:5295",54.0,99.0,hifiasm-0.15.3-r339+purge+yahs,10.12688/wellcomeopenres.18792.1,,"Trochidae,6466"
,1 submitted,11_published,mu2,GRIT-369,xgPatPell1,GCA_917208275.1,Patella pellucida,3,3,,,blue-rayed limpet,U,,,88005,Patella,Patellidae,6462,Patellogastropoda,Mollusca,SAMEA7522851,PRJEB45187,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,740,683,1.9,36,31,37,55,194,2020-11-04,IN_PROGRESS,COMPLETE,xgPatPell2,●,,●,,,●,●,,3,done,"ERR6054924,ERR6054925,ERR6054926,ERR6054927,ERR6054928,ERR6054929,ERR6412040",3.08,529,33.18,230,76.72,750,"C:96.0%[S:94.8%,D:1.2%],F:0.9%,M:3.1%,n:978",56.9,,mitoManual+hicanu+purgeE+polish+mito+salsa,10.12688/wellcomeopenres.17825.1,,"Patellidae,6462"
,1 submitted,11_published,jf18,GRIT-437,xgSteCine2,GCA_916613615.1,Steromphala cineraria,3,3,,,grey top shell,U,,,216125,Steromphala,Trochidae,6466,Trochida,Mollusca,SAMEA7536348,PRJEB45667,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"1,218",3.1,39,42,,35,,2021-11-30,COMPLETE,COMPLETE,"xgSteCine2,xgSteCine3",●,,●,,,●,●,,3,done,,3.95,"1,132",25.56,699,72.30,"1,347","C:85.6%[S:83.5%,D:2.1%],F:5.0%,M:9.4%,n:5295",53.0,,hifiasm+purge,10.12688/wellcomeopenres.17677.1,,"Trochidae,6466"
,1 submitted,11_published,tolpipe,RC-288,idEpiEuco1,GCA_947049315.1,Epistrophella euchroma,3,3,,,,M,,,414814,Epistrophella,Syrphidae,34680,Diptera,Arthropoda,SAMEA10978739,PRJEB54061,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,644,483,2.0,32,42,34,,,2022-06-30,UNKNOWN,COMPLETE,idEpiEuco1,●,,,,,●,,,3,done,"ERR9924617,ERR9930692",12.10,109,160.62,34,161.41,531,"C:98.9%[S:96.5%,D:2.4%],F:0.1%,M:1.0%,n:1367",63.1,99.3,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19622.1,,"Syrphidae,34680"
,1 submitted,11_published,tolpipe,RC-306,ilAbrTril1,GCA_946251915.1,Abrostola triplasia,3,3,,,dark spectacle,U,,,254365,Abrostola,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA10979163,PRJEB55021,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,386,358,1.5,14,39,38,,,2022-07-22,UNKNOWN,COMPLETE,ilAbrTril1,●,,,,,●,●,,3,done,"ERR10008903,ERR10015060",12.70,38,12.76,35,21.21,363,"C:98.9%[S:98.8%,D:0.1%],F:0.5%,M:0.6%,n:1367",68.4,99.7,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19624.1,,"Noctuidae,7100"
,1 submitted,11_published,tolpipe,RC-304,ilBicAnyn1,GCA_947172395.1,Bicyclus anynana,3,3,,3,squinting bush brown,F,,,110368,Bicyclus,Nymphalidae,33415,Lepidoptera,Arthropoda,SAMEA9252597,PRJEB54938,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,479,445,0.9,23,20,19,,,2022-03-13,COMPLETE,COMPLETE,ilBicAnyn2,●,,,,,●,●,,3,done,"ERR10008895,ERR10008896,ERR10008897,ERR9988140",1.17,775,17.44,129,21.43,459,"C:98.8%[S:97.7%,D:1.1%],F:0.4%,M:0.8%,n:1367",62.8,99.3,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19432.1,,"Nymphalidae,33415"
,1 submitted,11_published,kk16,RC-24,ilEilSoro1,GCA_914829495.1,Eilema sororcula,3,3,,,orange footman,U,M,,987424,Eilema,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA7631555,PRJEB46305,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,744,1.9,41,43,,93,,2021-06-28,COMPLETE,COMPLETE,ilEilSoro1,●,,●,,,●,●,,3,done,,11.80,191,24.00,129,51.80,735,"C:98.6%[S:98.2%,D:0.4%],F:0.7%,M:0.7%,n:1367",58.3,97.3,hifiasm-0.15.3-r339+purge+mito+polish+salsa,10.12688/wellcomeopenres.19626.1,,"Erebidae,695564"
,1 submitted,11_published,tolpipe,RC-379,ilEleCory1,GCA_947095575.1,Electrophaes corylata,3,3,,,broken-barred carpet,U,,,934936,Electrophaes,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA10979139,PRJEB56050,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,403,344,1.0,21,70,63,,,2022-09-10,UNKNOWN,COMPLETE,ilEleCory1,●,,,,,●,●,,3,done,"ERR10224923,ERR10297814",9.83,65,12.66,39,17.40,348,"C:98.7%[S:98.0%,D:0.7%],F:0.5%,M:0.8%,n:1367",66.5,99.6,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19627.1,,"Geometridae,82593"
,1 submitted,11_published,cz3,RC-138,ilEpiNise2,GCA_932294315.1,Epinotia nisella,3,3,,,grey poplar bell,U,,,989769,Epinotia,Tortricidae,7139,Lepidoptera,Arthropoda,SAMEA8603184,PRJEB50738,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,575,575,1.6,35,39,42,,,2021-01-07,COMPLETE,COMPLETE,ilEpiNise1,●,,,,,●,,,3,done,"ERR8571655,ERR8575373,ERR8575374",21.24,105,21.28,98,45.62,597,"C:98.7%[S:97.4%,D:1.3%],F:0.4%,M:0.9%,n:1367",67.6,99.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19621.1,,"Tortricidae,7139"
,1 submitted,11_published,tolpipe,RC-279,ilAnoMund1,GCA_945859665.1,Anorthoa munda,3,3,,,twin-spotted quaker,U,,,988060,Anorthoa,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA10107020,PRJEB53934,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,657,933,2.0,43,27,41,,,2022-06-24,COMPLETE,COMPLETE,ilAnoMund1,●,,,,,●,●,,3,done,"ERR9902015,ERR9904199",14.29,129,33.32,48,66.42,959,"C:99.1%[S:96.6%,D:2.5%],F:0.1%,M:0.8%,n:1367",63.9,98.9,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19625.1,,"Noctuidae,7100"
,1 submitted,11_published,ea10,RC-250,idTacLuri1,GCA_944452675.1,Tachina lurida,3,3,,,,F,,,631329,Tachina,Tachinidae,27474,Diptera,Arthropoda,SAMEA10166766,PRJEB53395,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,649,948,0.9,50,23,35,,,2022-04-01,COMPLETE,COMPLETE,idTacLuri1,●,,,,,●,●,,3,done,"ERR9836430,ERR9837130",3.75,559,92.90,156,153.58,903,"C:99.2%[S:97.9%,D:1.3%],F:0.1%,M:0.7%,n:1367",60.9,98.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19635.1,,"Tachinidae,27474"
,1 submitted,11_published,tolpipe,RC-426,ilOrtGrac1,GCA_947562075.1,Orthosia gracilis,3,3,,,powdered quaker,U,M,,997542,Orthosia,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA10107015,PRJEB56737,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,587,713,1.4,28,36,46,,,2022-10-11,IN_PROGRESS,COMPLETE,ilOrtGrac1,●,,,,,●,●,,3,done,"ERR10378050,ERR10395972",14.11,92,52.00,20,75.52,718,"C:99.2%[S:98.0%,D:1.2%],F:0.3%,M:0.5%,n:1367",68.8,99.1,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19644.1,,"Noctuidae,7100"
,1 submitted,11_published,tolpipe,RC-362,ilPyrFari1,GCA_947507595.1,Pyralis farinalis,3,3,,,,U,F,,687122,Pyralis,Pyralidae,7135,Lepidoptera,Arthropoda,SAMEA11025017,PRJEB55733,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,814,976,1.2,33,23,29,,,2022-08-12,COMPLETE,COMPLETE,ilPyrFari1,●,,,,,●,,,3,done,"ERR10149551,ERR10168723",7.07,331,39.28,89,54.71,989,"C:99.1%[S:98.6%,D:0.5%],F:0.2%,M:0.7%,n:1367",64.6,99.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19641.1,,"Pyralidae,7135"
,1 submitted,11_published,tolpipe,RC-406,fSymMel2,GCA_947650265.1,Symphodus melops,3,3,,,corkwing wrasse,U,,,171736,Symphodus,Labridae,8247,Perciformes,Chordata,SAMEA12219485,PRJEB56370,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,968,575,0.7,16,32,20,,,2022-09-18,COMPLETE,COMPLETE,fSymMel2,●,,,,,●,●,,3,done,"ERR10313052,ERR10368981",1.19,"1,787",25.30,582,54.62,637,"C:97.2%[S:96.4%,D:0.8%],F:0.8%,M:2.0%,n:3640",54.4,98.8,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19398.1,,"Labridae,8247"
,1 submitted,11_published,tolpipe,RC-424,ilEudLacu3,GCA_947562085.1,Eudonia lacustrata,3,3,,,little grey,U,M,,1100991,Eudonia,Crambidae,268499,Lepidoptera,Arthropoda,SAMEA7701440,PRJEB56735,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,601,649,0.7,34,36,40,,,2022-10-09,COMPLETE,COMPLETE,ilEudLacu4,●,,●,,,●,●,,3,done,"ERR10378045,ERR10378046,ERR10378047,ERR10378048,ERR10378049,ERR10395970,ERR10395971",5.43,251,24.33,87,64.64,710,"C:99.2%[S:98.5%,D:0.7%],F:0.1%,M:0.7%,n:1367",51.4,97.5,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19646.1,,"Crambidae,268499"
,1 submitted,11_published,kk16,GRIT-712,ilSynTipu2,GCA_947623395.1,Synanthedon tipuliformis,3,3,,,currant clearwing,M,,,301680,Synanthedon,Sesiidae,106496,Lepidoptera,Arthropoda,SAMEA10978931,PRJEB57662,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,601,294,0.2,20,66,34,,,2022-09-24,COMPLETE,COMPLETE,ilSynTipu2,●,,●,,,●,●,,3,done,"ERR10499353,ERR10501011",9.78,61,10.89,36,13.33,296,"C:99.1%[S:98.5%,D:0.6%],F:0.2%,M:0.7%,n:1367",62.8,99.6,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19647.1,,"Sesiidae,106496"
,1 submitted,11_published,tolpipe,RC-543,ilThuSene1,GCA_948477245.1,Thumatha senex,3,3,,,round-winged muslin,U,,,997290,Thumatha,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA7701482,PRJEB59089,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,"1,105",799,0.7,39,48,36,,,2021-06-18,COMPLETE,COMPLETE,ilThuSene2,●,,●,,,●,●,,3,done,"ERR10798436,ERR10798437,ERR10802390,ERR10802460,ERR10802461,ERR10802462,ERR10802463,ERR10802464",27.33,95,28.42,88,59.07,811,"C:98.9%[S:98.2%,D:0.7%],F:0.4%,M:0.7%,n:1367",54.1,97.5,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19648.1,,"Erebidae,695564"
,1 submitted,11_published,cz3,RC-148,wpAliVire1,GCA_932294295.1,Alitta virens,3,3,,,,U,,,880429,Alitta,Nereididae,39820,Phyllodocida,Annelida,SAMEA8534434,PRJEB50793,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,660,657,0.4,33,49,51,,,2021-08-26,COMPLETE,COMPLETE,wpAliVire1,●,,,,,●,●,,3,done,"ERR8571700,ERR8575399,ERR8575400",8.36,213,39.61,90,80.01,673,"C:94.7%[S:93.8%,D:0.9%],F:3.1%,M:2.2%,n:954",62.6,99.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19642.1,,"Nereididae,39820"
,1 submitted,11_published,tolpipe,RC-454,ilEupInsi1,GCA_947859395.1,Eupithecia insigniata,3,3,,,pinion-spotted pug,U,,,986977,Eupithecia,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA110451585,PRJEB57272,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,641,436,0.1,24,46,33,,,2022-10-25,UNKNOWN,COMPLETE,ilEupInsi1,●,,,,,●,,,3,done,"ERR10462076,ERR10466810",4.95,148,15.34,59,20.72,438,"C:99.0%[S:98.6%,D:0.4%],F:0.4%,M:0.6%,n:1367",62.4,99.6,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19652.1,,"Geometridae,82593"
,1 submitted,11_published,tolpipe,RC-508,ilLamSuff1,GCA_948098915.1,Lampropteryx suffumata,3,3,,,water carpet,U,,,934945,Lampropteryx,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA10107026,PRJEB58348,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,641,587,1.1,31,39,38,,,2022-12-12,COMPLETE,COMPLETE,ilLamSuff1,●,,,,,●,●,,3,done,"ERR10677858,ERR10684086",9.51,131,19.72,61,29.74,594,"C:99.0%[S:97.8%,D:1.2%],F:0.4%,M:0.6%,n:1367",64.5,99.3,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19654.1,,"Geometridae,82593"
,1 submitted,11_published,tolpipe,RC-422,ilLycHirt1,GCA_947563715.1,Lycia hirtaria,3,3,,,brindled beauty,M,,,326963,Lycia,Geometridae,82593,Lepidoptera,Arthropoda,SAMEA10107033,PRJEB56733,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,"1,428",547,1.6,27,40,16,,,2022-10-09,IN_PROGRESS,COMPLETE,ilLycHirt1,●,,,,,●,●,,3,done,"ERR10378040,ERR10395969",11.78,84,45.43,22,56.06,552,"C:99.1%[S:98.3%,D:0.8%],F:0.5%,M:0.4%,n:1367",67.0,99.3,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19650.1,,"Geometridae,82593"
,1 submitted,11_published,tolpipe,GRIT-702,xbMimVari1,GCA_947623455.1,Mimachlamys varia,3,3,,,,H,,,50417,Mimachlamys,Pectinidae,6566,Pectinida,Mollusca,SAMEA8534354,PRJEB57314,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,389",951,2.2,38,44,34,,,2022-09-29,COMPLETE,COMPLETE,xbMimVari1,●,,●,,,●,●,,3,done (10x fail),"ERR10466821,ERR10480598,ERR10480599,ERR10480600",14.80,"8,314",49.52,"8,232",65.82,"1,166","C:97.6%[S:96.3%,D:1.3%],F:0.6%,M:1.8%,n:5295",22.5,93.0,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19643.1,,"Pectinidae,6566"
,1 submitted,11_published,tolpipe,RC-301,idCheUrba1,GCA_946477585.1,Cheilosia urbana,3,3,,,hawkweed Cheilosia,F,,,173985,Cheilosia,Syrphidae,34680,Diptera,Arthropoda,SAMEA10166768,PRJEB54805,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,527,501,2.4,42,32,33,,,2022-07-10,UNKNOWN,COMPLETE,idCheUrba2,●,,,,,●,,,3,done,"ERR9981095,ERR9988137",11.78,170,169.16,76,176.49,551,"C:98.9%[S:97.4%,D:1.5%],F:0.2%,M:0.9%,n:1367",65.0,99.0,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19569.1,,"Syrphidae,34680"
,1 submitted,11_published,tolpipe,RC-391,ilSphPina1,GCA_947568825.1,Sphinx pinastri,3,3,,,pine hawkmoth,U,,,987436,Sphinx,Sphingidae,7128,Lepidoptera,Arthropoda,SAMEA7701449,PRJEB56126,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,518,508,0.9,31,46,60,,,2021-03-05,COMPLETE,COMPLETE,ilSphPina1,●,,,,,●,●,,3,done,"ERR10287559,ERR10297841",17.73,158,18.70,151,27.74,520,"C:99.3%[S:98.3%,D:1.0%],F:0.1%,M:0.6%,n:1367",66.3,98.8,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19731.1,,"Sphingidae,7128"
,1 submitted,11_published,mu2,RC-384,iyCamRapt1,GCA_948107755.1,Campoletis raptor,3,3,,,,F,,,2922060,Campoletis,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA14448294,PRJEB56062,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,223,0.6,17,83,73,,,2022-08-28,COMPLETE,COMPLETE,iyCamRapt1,●,,,,,●,,,3,done,"ERR10224930,ERR10297824",2.17,180,18.17,31,35.88,222,"C:99.7%[S:99.3%,D:0.4%],F:0.1%,M:0.2%,n:1367",63.6,99.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19738.1,,"Ichneumonidae,7408"
,1 submitted,11_published,tolpipe,RC-392,ilYpoPlub1,GCA_947310845.1,Yponomeuta plumbellus,3,3,,,black-tipped ermine,U,,,1594356,Yponomeuta,Yponomeutidae,33464,Lepidoptera,Arthropoda,SAMEA7746626,PRJEB55978,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,636,642,0.4,38,30,32,,,2021-04-23,COMPLETE,COMPLETE,,●,,,,,●,●,,3,done,"ERR10224915,ERR10224916,ERR10297811",21.02,70,22.92,59,27.35,637,"C:98.9%[S:98.8%,D:0.1%],F:0.6%,M:0.5%,n:1367",63.0,98.4,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19368.1,,"Yponomeutidae,33464"
,1 submitted,11_published,kk16,RC-171,ilYpoSedl1,GCA_934045075.1,Yponomeuta sedellus,3,3,,,grey ermine,U,,,263933,Yponomeuta,Yponomeutidae,33464,Lepidoptera,Arthropoda,SAMEA7746622,PRJEB50749,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,659,648,0.4,34,31,33,,,2021-10-23,COMPLETE,COMPLETE,ilYpoSedl2,●,,,,,●,,,3,done,"ERR8571675,ERR8575389",2.77,458,23.74,78,27.11,658,"C:98.5%[S:98.2%,D:0.3%],F:0.4%,M:1.1%,n:1367",57.7,98.4,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.18898.1,,"Yponomeutidae,33464"
,1 submitted,11_published,cz3,RC-87,ilOrgAnti1,GCA_916999025.1,Orgyia antiqua,3,3,,,rusty tussock moth,M,,,335469,Orgyia,Erebidae,695564,Lepidoptera,Arthropoda,SAMEA7524390,PRJEB47377,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,"1,007",491,0.6,32,54,28,71,60,2021-05-10,COMPLETE,COMPLETE,ilOrgAnti1,●,,●,,,●,●,,3,done; ilOrgAnti2??,"ERR6688829,ERR6688830,ERR6688831,ERR6688832,ERR6688833,ERR6909088,ERR6939281",32.00,35,34.41,30,44.68,487,"C:99.6%[S:98.7%,D:0.9%],F:0.1%,M:0.3%,n:1367",53.8,97.6,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.19480.1,,"Erebidae,695564"
,1 submitted,11_published,mu2,GRIT-590,wpHarImpa5,GCA_947462335.1,Harmothoe impar,3,3,,,(a scale worm),U,,,46595,Harmothoe,Polynoidae,46593,Phyllodocida,Annelida,SAMEA8419683,PRJEB53239,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"2,289","1,295",3.5,40,30,18,,,2021-09-19,COMPLETE,COMPLETE,wpHarImpa3,●,,,,,●,●,,3,done,"ERR9820267,ERR9836420,ERR9836421,ERR9836422",1.22,"3,950",70.29,"1,645",163.16,"1,552","C:93.2%[S:87.4%,D:5.8%],F:3.5%,M:3.3%,n:954 ",58.5,98.2,hifiasm-0.16.1-r375+purge3E+yahs,10.12688/wellcomeopenres.19570.1,,"Polynoidae,46593"
,1 submitted,11_published,tolpipe,RC-509,ilDicOoxx2,GCA_948252095.1,Dicycla oo,3,3,,,,F,,,1858094,Dicycla,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA111458042,PRJEB58346,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,655,959,1.1,45,27,41,,,2022-12-12,IN_PROGRESS,COMPLETE,ilDicOoxx1,●,,,,,●,●,,3,done,"ERR10677857,ERR10684085",12.56,350,31.98,234,43.98,976,"C:99.0%[S:97.7%,D:1.3%],F:0.4%,M:0.6%,n:1367",64.6,98.6,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19535.1,,"Noctuidae,7100"
,1 submitted,11_published,tolpipe,RC-474,ilDryLabe1,GCA_947523025.1,Dryobota labecula,3,3,,,oak rustic,U,F,,2964684,Dryobota,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA110451497,PRJEB57678,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,655,746,0.8,35,31,37,,,2022-10-22,UNKNOWN,COMPLETE,ilDryLabe1,●,,,,,●,●,,2,hic,"ERR10499361,ERR10501027",11.20,130,26.64,51,33.33,768,"C:99.3%[S:98.9%,D:0.4%],F:0.2%,M:0.5%,n:1367",67.5,99.1,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19541.1,,"Noctuidae,7100"
,1 submitted,11_published,tolpipe,RC-536,ilOliLatr1,GCA_948474745.1,Oligia latruncula,3,3,,,,M,,,988008,Oligia,Noctuidae,7100,Lepidoptera,Arthropoda,SAMEA111458707,PRJEB58958,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,650,555,1.1,29,47,43,,,2022-12-25,IN_PROGRESS,COMPLETE,ilOliLatr1,●,,,,,●,●,,3,done,"ERR10786030,ERR10802383",9.60,118,19.61,44,27.84,565,"C:99.2%[S:98.8%,D:0.4%],F:0.1%,M:0.7%,n:1367",66.6,99.2,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19640.1,,"Noctuidae,7100"
,1 submitted,11_published,cz3,RC-340,qeAllFusc8,GCA_947179485.1,Allacma fusca,3,3,3,,,M,,,39272,Allacma,Sminthuridae,39131,Symphypleona,Arthropoda,SAMEA110744450,PRJEB53479,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,225,345,1.1,23,80,,,,2022-05-28,UNKNOWN,COMPLETE,qeAllFusc3,●,,,,,●,●,,3,done,"ERR9866431,ERR10123885",0.93,749,81.07,146,122.20,400,"C:93.4%[S:90.7%,D:2.7%],F:1.7%,M:4.9%,n:1013",62.6,99.3,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19690.1,,"Sminthuridae,39131"
,1 submitted,11_published,cz3,GRIT-490,drAilAlti1,GCA_946807835.1,Ailanthus altissima,3,3,,,tree of heaven,H,,,23810,Ailanthus,Simaroubaceae,23808,Sapindales,Streptophyta,SAMEA7522284,PRJEB47393,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,095","1,016",1.4,32,45,44,35,54,2021-07-28,COMPLETE,COMPLETE,drAilAlti1,●,,●,,,●,●,,3,done,"ERR6745740,ERR6745741,ERR6745742,ERR6745743,ERR6745744,ERR6808067,ERR6939282",29.42,402,30.47,394,84.14,956,"C:98.8%[S:55.4%,D:43.4%],F:0.3%,M:0.9%,n:2326",53.8,95.0,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.19628.1,,"Simaroubaceae,23808"
,1 submitted,11_published,cz3,GRIT-548,ioPlaPenn1,GCA_933228895.1,Platycnemis pennipes,3,3,,,,M,,,126231,Platycnemis,Platycnemididae,126177,Odonata,Arthropoda,SAMEA9065986,PRJEB50884,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,939,"1,715",1.1,25,29,56,,,2021-09-04,COMPLETE,COMPLETE,ioPlaPenn2,●,,,,,●,●,,3,done,"ERR8702792,ERR8705869,ERR8705870,ERR8705871",19.86,240,145.38,95,175.04,"1,804","C:97.1%[S:96.2%,D:0.9%],F:1.5%,M:1.4%,n:1367",66.4,99.4,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19772.1,,"Platycnemididae,126177"
